user_id,vin,start_time,lon1,lat1,end_time,lon2,lat2,client_app_id,connect_duration
197899033161760826,,2026-01-06 09:47:17,,,2026-01-06 10:32:43,,,8,2726
197899033161760826,,2026-01-06 10:32:43,,,2026-01-06 11:00:11,,,8,1647
197899033161760826,,2026-01-06 11:27:40,,,2026-01-06 11:40:01,,,8,740
197899033161760826,,2026-01-06 11:40:01,,,2026-01-06 11:51:26,,,8,684
197899033161760826,,2026-01-06 17:03:11,,,2026-01-06 17:03:32,,,8,21
197899033161760826,,2026-01-06 17:03:32,,,2026-01-06 17:23:19,,,8,1187
197899033161760826,,2026-01-06 17:23:19,,,2026-01-06 17:27:17,,,8,237
197899033161760826,,2026-01-06 17:27:17,,,2026-01-06 17:28:48,,,8,90
197899033161760826,,2026-01-06 17:28:48,,,2026-01-06 17:29:18,,,8,29
197899033161760826,,2026-01-06 17:29:26,,,2026-01-06 17:31:58,,,8,152
197899033161760826,,2026-01-06 17:31:58,,,2026-01-06 17:40:53,,,8,535
197899033161760826,,2026-01-06 17:40:53,,,2026-01-06 17:41:04,,,8,10
197899033161760826,,2026-01-06 17:41:04,,,2026-01-06 17:41:11,,,8,7
197899033161760826,,2026-01-06 17:41:11,,,2026-01-06 17:41:27,,,8,15
197899033161760826,,2026-01-06 17:41:27,,,2026-01-06 17:41:34,,,8,7
197899033161760826,,2026-01-06 17:41:34,,,2026-01-06 17:41:38,,,8,3
197899033161760826,,2026-01-06 17:41:38,,,2026-01-06 17:41:43,,,8,5
197899033161760826,,2026-01-06 17:41:43,,,2026-01-06 17:41:59,,,8,15
197899033161760826,,2026-01-06 17:41:59,,,2026-01-06 17:43:16,,,8,76
197899033161760826,,2026-01-06 17:43:16,,,2026-01-06 18:02:53,,,8,1176
197899033161760826,,2026-01-06 18:02:53,,,2026-01-06 18:04:37,,,8,104
197899033161760826,,2026-01-08 13:21:52,,,2026-01-08 13:22:47,,,8,54
197899033161760826,,2026-01-08 13:22:47,,,2026-01-08 13:54:09,,,8,1882
197899033161760826,,2026-01-08 14:56:51,,,2026-01-08 15:25:57,,,8,1746
197899033161760826,,2026-01-05 19:09:03,,,2026-01-05 19:09:13,,,8,10
197899033161760826,,2026-01-05 19:09:13,,,2026-01-05 19:09:35,,,8,21
197899033161760826,,2026-01-05 19:09:35,,,2026-01-05 19:27:18,,,8,1062
197899033161760826,,2026-01-06 09:47:17,,,2026-01-06 10:32:43,,,8,2726
197899033161760826,,2026-01-06 10:32:43,,,2026-01-06 11:00:11,,,8,1647
197899033161760826,,2026-01-06 11:27:40,,,2026-01-06 11:40:01,,,8,740
197899033161760826,,2026-01-06 11:40:01,,,2026-01-06 11:51:26,,,8,684
