user_id,vin,start_time,lon1,lat1,end_time,lon2,lat2,client_app_id,connect_duration
136041409147830371,LGWFF7A53NJ051593,2024-10-23 17:20:43,,,2024-10-23 17:26:14,,,4,330
136041409147830371,LGWFF7A53NJ051593,2024-10-23 17:29:07,,,2024-10-23 17:41:06,,,4,719
136041409147830371,LGWFF7A53NJ051593,2024-10-23 17:41:54,,,2024-10-23 17:46:22,,,4,268
136041409147830371,LGWFF7A53NJ051593,2024-10-23 17:48:42,,,2024-10-23 17:53:43,,,4,300
136041409147830371,LGWFF7A53NJ051593,2024-10-23 17:53:44,,,2024-10-23 17:54:29,,,4,45
136041409147830371,LGWFF7A53NJ051593,2024-10-23 17:54:29,,,2024-10-23 17:56:25,,,4,116
136041409147830371,LGWFF7A53NJ051593,2024-10-23 17:56:25,,,2024-10-23 18:03:52,,,4,446
136041409147830371,LGWFF7A53NJ051593,2024-10-23 18:05:00,,,2024-10-23 18:06:09,,,4,68
136041409147830371,LGWFF7A53NJ051593,2024-10-23 18:06:09,,,2024-10-23 18:09:32,,,4,203
136041409147830371,LGWFF7A53NJ051593,2024-10-23 20:05:30,,,2024-10-23 20:12:27,,,4,417
136041409147830371,LGWFF7A53NJ051593,2024-10-23 20:21:46,,,2024-10-23 20:27:26,,,4,340
136041409147830371,LGWFF7A53NJ051593,2024-10-23 20:27:26,,,2024-10-23 20:28:05,,,2,39
136041409147830371,LGWFF7A53NJ051593,2024-10-23 20:28:05,,,2024-10-23 20:28:05,,,4,0
136041409147830371,LGWFF7A53NJ051593,2024-10-23 20:28:07,,,2024-10-23 20:28:08,,,2,0
136041409147830371,LGWFF7A53NJ051593,2024-10-23 20:29:09,,,2024-10-23 20:29:09,,,4,0
136041409147830371,LGWFF7A53NJ051593,2024-10-23 20:29:17,,,2024-10-23 20:39:53,,,4,636
136041409147830371,LGWFF7A53NJ051593,2024-10-23 20:52:11,,,2024-10-23 20:57:11,,,2,299
136041409147830371,LGWFF7A53NJ051593,2024-10-24 08:50:37,,,2024-10-24 08:50:43,,,4,6
136041409147830371,LGWFF7A53NJ051593,2024-10-24 08:50:44,,,2024-10-24 09:03:00,,,4,735
136041409147830371,LGWFF7A53NJ051593,2024-10-24 10:10:36,,,2024-10-24 10:10:42,,,4,6
136041409147830371,LGWFF7A53NJ051593,2024-10-24 10:10:43,,,2024-10-24 10:12:12,,,4,89
136041409147830371,LGWFF7A53NJ051593,2024-10-24 10:12:12,,,2024-10-24 10:12:53,,,4,40
136041409147830371,LGWFF7A53NJ051593,2024-10-24 10:12:53,,,2024-10-24 10:14:01,,,4,67
136041409147830371,LGWFF7A53NJ051593,2024-10-24 10:14:01,,,2024-10-24 10:17:26,,,4,204
136041409147830371,LGWFF7A53NJ051593,2024-10-24 16:32:04,,,2024-10-24 16:37:07,,,4,303
136041409147830371,LGWFF7A53NJ051593,2024-10-24 16:37:07,,,2024-10-24 16:37:07,,,2,0
136041409147830371,LGWFF7A53NJ051593,2024-10-24 16:37:37,,,2024-10-24 16:37:37,,,4,0
136041409147830371,LGWFF7A53NJ051593,2024-10-24 16:38:11,,,2024-10-24 16:38:11,,,2,0
136041409147830371,LGWFF7A53NJ051593,2024-10-24 16:38:24,,,2024-10-24 16:38:25,,,4,0
136041409147830371,LGWFF7A53NJ051593,2024-10-24 16:38:31,,,2024-10-24 16:38:31,,,2,0
136041409147830371,LGWFF7A53NJ051593,2024-10-24 16:38:37,,,2024-10-24 16:38:37,,,4,0
136041409147830371,LGWFF7A53NJ051593,2024-10-24 16:39:13,,,2024-10-24 16:39:13,,,2,0
136041409147830371,LGWFF7A53NJ051593,2024-10-24 16:39:58,,,2024-10-24 16:42:41,,,4,163
136041409147830371,LGWFF7A53NJ051593,2024-10-24 16:42:41,,,2024-10-24 16:43:11,,,4,29
136041409147830371,LGWFF7A53NJ051593,2024-10-24 16:43:11,,,2024-10-24 16:43:11,,,4,0
136041409147830371,LGWFF7A53NJ051593,2024-10-24 20:05:08,,,2024-10-24 20:06:08,,,2,60
136041409147830371,LGWFF7A53NJ051593,2024-10-26 11:10:44,,,2024-10-26 11:10:58,,,4,13
136041409147830371,LGWFF7A53NJ051593,2024-10-26 11:11:00,,,2024-10-26 11:13:36,,,4,156
136041409147830371,LGWFF7A53NJ051593,2024-10-26 11:13:36,,,2024-10-26 11:16:32,,,4,176
136041409147830371,LGWFF7A53NJ051593,2024-10-26 17:08:44,,,2024-10-26 17:09:08,,,4,24
136041409147830371,LGWFF7A53NJ051593,2024-10-26 17:09:11,,,2024-10-26 17:09:17,,,4,5
136041409147830371,LGWFF7A53NJ051593,2024-10-26 17:09:17,,,2024-10-26 17:10:32,,,4,75
