user_id,vin,start_time,lon1,lat1,end_time,lon2,lat2,client_app_id,connect_duration
140231303122387236,LGWFF7A51PJ168978,2024-11-28 05:53:50,,,2024-11-28 05:55:20,,,4,89
140231303122387236,LGWFF7A51PJ168978,2024-11-28 05:55:20,,,2024-11-28 05:57:58,,,4,158
140231303122387236,LGWFF7A51PJ168978,2024-11-28 05:57:58,,,2024-11-28 06:01:39,,,4,221
140231303122387236,LGWFF7A51PJ168978,2024-11-28 06:50:01,,,2024-11-28 06:52:03,,,2,121
140231303122387236,LGWFF7A51PJ168978,2024-11-28 06:52:03,,,2024-11-28 06:55:50,,,2,227
140231303122387236,LGWFF7A51PJ168978,2024-12-02 20:20:30,,,2024-12-02 20:22:03,,,2,92
140231303122387236,LGWFF7A51PJ168978,2024-12-02 20:22:03,,,2024-12-02 20:26:37,,,2,273
140231303122387236,LGWFF7A51PJ168978,2024-12-15 14:18:39,,,2024-12-15 14:20:17,,,4,97
140231303122387236,LGWFF7A51PJ168978,2024-12-15 14:21:08,,,2024-12-15 14:22:03,,,4,54
140231303122387236,LGWFF7A51PJ168978,2024-12-15 14:22:03,,,2024-12-15 14:24:41,,,4,158
140231303122387236,LGWFF7A51PJ168978,2024-12-15 14:24:41,,,2024-12-15 14:24:41,,,2,0
140231303122387236,LGWFF7A51PJ168978,2024-12-15 14:56:37,,,2024-12-15 14:59:30,,,4,172
140231303122387236,LGWFF7A51PJ168978,2024-12-15 14:59:30,,,2024-12-15 14:59:30,,,2,0
140231303122387236,LGWFF7A51PJ168978,2024-12-15 15:02:12,,,2024-12-15 15:08:41,,,4,388
140231303122387236,LGWFF7A51PJ168978,2024-12-22 15:09:13,,,2024-12-22 15:11:29,,,4,136
140231303122387236,LGWFF7A51PJ168978,2024-12-22 15:30:39,,,2024-12-22 15:57:25,,,4,1606
140231303122387236,LGWFF7A51PJ168978,2024-12-22 16:41:42,,,2024-12-22 17:03:09,,,4,1287
140231303122387236,LGWFF7A51PJ168978,2024-12-29 12:19:41,,,2024-12-29 12:20:55,,,2,73
140231303122387236,LGWFF7A51PJ168978,2024-12-29 12:21:53,,,2024-12-29 12:22:51,,,2,58
140231303122387236,LGWFF7A51PJ168978,2024-12-29 13:30:18,,,2024-12-29 13:31:31,,,2,72
140231303122387236,LGWFF7A51PJ168978,2024-12-29 13:32:03,,,2024-12-29 13:33:26,,,2,83
140231303122387236,LGWFF7A51PJ168978,2024-12-29 13:33:26,,,2024-12-29 13:33:55,,,2,29
140231303122387236,LGWFF7A51PJ168978,2024-12-29 13:33:55,,,2024-12-29 13:33:56,,,2,0
140231303122387236,LGWFF7A51PJ168978,2024-12-29 13:33:56,,,2024-12-29 13:36:01,,,2,124
140231303122387236,LGWFF7A51PJ168978,2025-01-02 04:30:35,113.35501031666666,22.918704616666663,2025-01-02 04:31:44,113.35501031666666,22.918704616666663,4,69
140231303122387236,LGWFF7A51PJ168978,2025-01-02 04:31:44,113.35501,22.918705,2025-01-02 04:43:32,113.35501,22.918705,4,707
140231303122387236,LGWFF7A51PJ168978,2025-01-05 11:13:31,113.35516705,22.918584733333333,2025-01-05 11:14:29,113.35516705,22.918584733333333,4,57
140231303122387236,LGWFF7A51PJ168978,2025-01-05 11:14:30,113.35516711666666,22.91858463333333,2025-01-05 11:18:46,113.35516711666666,22.91858463333333,4,255
140231303122387236,LGWFF7A51PJ168978,2025-01-07 23:24:36,,,2025-01-07 23:25:45,,,2,69
140231303122387236,LGWFF7A51PJ168978,2025-01-31 18:19:25,111.10067235,22.136168883333333,2025-01-31 18:20:02,111.10067235,22.136168883333333,4,36
140231303122387236,LGWFF7A51PJ168978,2025-01-31 18:20:25,116.22133970000002,40.20212893333333,2025-01-31 18:25:19,116.22133970000002,40.20212893333333,4,294
140231303122387236,LGWFF7A51PJ168978,2025-02-02 14:08:57,111.09022623333334,22.10445766666667,2025-02-02 14:10:06,111.09022623333334,22.10445766666667,4,69
140231303122387236,LGWFF7A51PJ168978,2025-02-28 22:48:39,,,2025-02-28 22:50:09,,,2,89
140231303122387236,LGWFF7A51PJ168978,2025-02-28 22:50:09,,,2025-02-28 22:51:16,,,2,67
140231303122387236,LGWFF7A51PJ168978,2025-02-28 22:51:20,,,2025-02-28 22:54:25,,,2,184
140231303122387236,LGWFF7A51PJ168978,2025-03-12 00:07:00,,,2025-03-12 00:10:32,,,2,212
140231303122387236,LGWFF7A51PJ168978,2025-03-15 21:32:44,113.34791145,22.95327466666667,2025-03-15 21:42:21,113.34791145,22.95327466666667,4,577
140231303122387236,LGWFF7A51PJ168978,2025-03-15 21:45:30,113.34789456666668,22.953289816666665,2025-03-15 21:47:05,113.34789456666668,22.953289816666665,4,94
140231303122387236,LGWFF7A51PJ168978,2025-03-15 21:48:04,113.34789298333332,22.95329166666667,2025-03-15 21:49:15,113.34789298333332,22.95329166666667,4,71
140231303122387236,LGWFF7A51PJ168978,2025-03-31 12:45:01,,,2025-03-31 12:45:32,,,2,31
140231303122387236,LGWFF7A51PJ168978,2025-04-07 13:49:11,,,2025-04-07 13:49:41,,,2,30
140231303122387236,LGWFF7A51PJ168978,2025-04-15 08:28:48,,,2025-04-15 08:29:20,,,2,31
140231303122387236,LGWFF7A51PJ168978,2025-08-31 11:14:18,,,2025-08-31 11:14:49,,,4,30
140231303122387236,LGWFF7A51PJ168978,2025-10-24 20:44:56,,,2025-10-24 20:45:44,,,2,47
