user_id,vin,start_time,start_lon,start_lat,end_time,end_lon,end_lat,client_app_id,connect_duration
202117482461266422,LGWFF7A54MJ106308,2026-01-20 16:18:30,115.259662466666,30.4548067666666,2026-01-20 16:25:15,115.26,30.45,4,405
202117482461266422,LGWFF7A54MJ106308,2026-01-20 16:38:00,115.259646,30.454784,2026-01-20 16:53:20,115.252294233333,30.4355294499999,4,919
202117482461266422,LGWFF7A54MJ106308,2026-01-21 08:20:02,115.252296,30.435531,2026-01-21 08:21:56,115.252295816666,30.4355312833333,4,114
202117482461266422,LGWFF7A54MJ106308,2026-01-21 08:21:56,,,2026-01-21 08:23:27,,,4,91
202117482461266422,LGWFF7A54MJ106308,2026-01-21 08:23:27,,,2026-01-21 08:26:11,,,4,163
202117482461266422,LGWFF7A54MJ106308,2026-01-21 08:26:21,,,2026-01-21 08:26:22,,,4,0
202117482461266422,LGWFF7A54MJ106308,2026-01-21 08:26:22,,,2026-01-21 08:33:32,,,4,429
202117482461266422,LGWFF7A54MJ106308,2026-01-22 08:27:23,,,2026-01-22 08:29:39,,,4,135
202117482461266422,LGWFF7A54MJ106308,2026-01-22 08:29:54,,,2026-01-22 08:32:26,,,4,152
202117482461266422,LGWFF7A54MJ106308,2026-01-22 08:32:26,,,2026-01-22 08:34:10,,,4,103
202117482461266422,LGWFF7A54MJ106308,2026-01-22 08:34:10,,,2026-01-22 08:34:57,,,4,47
202117482461266422,LGWFF7A54MJ106308,2026-01-22 08:34:57,,,2026-01-22 08:35:10,,,4,12
202117482461266422,LGWFF7A54MJ106308,2026-01-22 08:35:10,,,2026-01-22 08:35:29,,,4,18
202117482461266422,LGWFF7A54MJ106308,2026-01-22 08:35:29,,,2026-01-22 08:38:00,,,4,150
202117482461266422,LGWFF7A54MJ106308,2026-01-22 17:03:42,,,2026-01-22 17:15:31,,,4,708
202117482461266422,LGWFF7A54MJ106308,2026-01-22 18:12:15,115.249204,30.438622,2026-01-22 18:40:16,115.249204,30.438622,4,1681
202117482461266422,LGWFF7A54MJ106308,2026-01-23 14:28:42,115.255562116666,30.4493603666666,2026-01-23 14:30:09,115.255562116666,30.4493603666666,4,87
202117482461266422,LGWFF7A54MJ106308,2026-01-23 14:30:12,,,2026-01-23 14:31:53,,,4,100
202117482461266422,LGWFF7A54MJ106308,2026-01-23 14:31:54,115.2597864,30.4529096333333,2026-01-23 14:45:30,115.259779983333,30.4528919833333,4,816
202117482461266422,LGWFF7A54MJ106308,2026-01-23 14:51:06,,,2026-01-23 15:00:19,,,4,552
202117482461266422,LGWFF7A54MJ106308,2026-01-24 19:25:14,115.248902,30.439249,2026-01-24 19:27:00,115.25,30.44,4,105
202117482461266422,LGWFF7A54MJ106308,2026-01-24 19:27:00,115.248902,30.439249,2026-01-24 19:47:43,115.248902066666,30.43924885,4,1243
202117482461266422,LGWFF7A54MJ106308,2026-01-25 12:02:34,,,2026-01-25 12:03:46,,,4,72
202117482461266422,LGWFF7A54MJ106308,2026-01-25 12:03:46,,,2026-01-25 12:07:17,,,4,210
202117482461266422,LGWFF7A54MJ106308,2026-01-25 12:07:17,,,2026-01-25 12:13:55,,,4,398
202117482461266422,LGWFF7A54MJ106308,2026-01-25 14:02:32,115.259689,30.452915,2026-01-25 14:24:21,115.260129016666,30.4549646166666,4,1309
202117482461266422,LGWFF7A54MJ106308,2026-01-25 17:18:47,115.247584183333,30.4413263166666,2026-01-25 17:27:27,115.24794965,30.4415130333333,4,520
202117482461266422,LGWFF7A54MJ106308,2026-01-25 17:27:37,,,2026-01-25 17:27:38,,,4,0
202117482461266422,LGWFF7A54MJ106308,2026-01-25 17:27:38,115.259724716666,30.45290375,2026-01-25 17:35:26,115.259724716666,30.45290375,4,468
202117482461266422,LGWFF7A54MJ106308,2026-01-25 18:34:37,115.259724716666,30.45290375,2026-01-25 18:42:13,115.259724716666,30.45290375,4,456
202117482461266422,LGWFF7A54MJ106308,2026-01-25 18:42:13,,,2026-01-25 18:58:47,,,4,994
202117482461266422,LGWFF7A54MJ106308,2026-01-26 08:30:33,,,2026-01-26 08:33:41,,,4,188
202117482461266422,LGWFF7A54MJ106308,2026-01-26 08:33:59,,,2026-01-26 08:34:00,,,4,1
202117482461266422,LGWFF7A54MJ106308,2026-01-26 08:34:00,,,2026-01-26 08:42:27,,,4,507
202117482461266422,LGWFF7A54MJ106308,2026-01-26 17:35:38,115.26,30.45,2026-01-26 17:46:22,115.26,30.45,4,644
202117482461266422,LGWFF7A54MJ106308,2026-01-26 20:02:06,115.251735766666,30.4479457666666,2026-01-26 20:17:42,115.248626,30.446601,4,935
202117482461266422,LGWFF7A54MJ106308,2026-01-27 08:26:28,,,2026-01-27 08:27:43,,,4,74
202117482461266422,LGWFF7A54MJ106308,2026-01-27 08:27:56,,,2026-01-27 08:27:57,,,4,1
202117482461266422,LGWFF7A54MJ106308,2026-01-27 08:27:57,,,2026-01-27 08:29:05,,,4,67
202117482461266422,LGWFF7A54MJ106308,2026-01-27 08:29:05,,,2026-01-27 08:38:05,,,4,539
202117482461266422,LGWFF7A54MJ106308,2026-01-27 12:15:39,115.259802,30.454802,2026-01-27 12:19:50,115.2598022,30.4548015333333,4,251
202117482461266422,LGWFF7A54MJ106308,2026-01-27 12:19:50,,,2026-01-27 12:20:11,,,4,21
202117482461266422,LGWFF7A54MJ106308,2026-01-27 12:20:11,,,2026-01-27 12:21:10,,,4,58
202117482461266422,LGWFF7A54MJ106308,2026-01-27 12:21:16,,,2026-01-27 12:21:29,,,4,13
202117482461266422,LGWFF7A54MJ106308,2026-01-27 12:21:29,,,2026-01-27 12:21:44,,,4,15
202117482461266422,LGWFF7A54MJ106308,2026-01-27 12:21:44,,,2026-01-27 12:22:04,,,4,20
202117482461266422,LGWFF7A54MJ106308,2026-01-27 12:22:04,115.26,30.45,2026-01-27 12:22:10,115.26,30.45,4,5
202117482461266422,LGWFF7A54MJ106308,2026-01-27 13:41:25,,,2026-01-27 13:44:15,,,4,169
202117482461266422,LGWFF7A54MJ106308,2026-01-27 13:44:22,115.253009633333,30.4598373833333,2026-01-27 14:25:38,115.188393,30.488881,4,2475
202117482461266422,LGWFF7A54MJ106308,2026-01-27 14:25:38,,,2026-01-27 14:31:52,,,4,373
202117482461266422,LGWFF7A54MJ106308,2026-01-27 14:31:52,,,2026-01-27 14:32:21,,,4,29
202117482461266422,LGWFF7A54MJ106308,2026-01-27 14:32:21,,,2026-01-27 14:33:11,,,4,49
202117482461266422,LGWFF7A54MJ106308,2026-01-27 14:33:11,114.951904583333,30.4295716166666,2026-01-27 15:15:39,114.884202,30.430134,4,2548
202117482461266422,LGWFF7A54MJ106308,2026-01-27 17:01:27,114.8845061,30.4303259833333,2026-01-27 17:25:50,114.945953916666,30.4295868166666,4,1462
202117482461266422,LGWFF7A54MJ106308,2026-01-27 17:25:50,,,2026-01-27 17:27:46,,,4,116
202117482461266422,LGWFF7A54MJ106308,2026-01-27 17:27:46,114.996331266666,30.4376225166666,2026-01-27 17:31:25,114.996331083333,30.4376225833333,4,219
202117482461266422,LGWFF7A54MJ106308,2026-01-27 17:31:29,,,2026-01-27 17:34:29,,,4,179
202117482461266422,LGWFF7A54MJ106308,2026-01-27 17:34:29,,,2026-01-27 17:49:47,,,4,918
202117482461266422,LGWFF7A54MJ106308,2026-01-27 17:49:57,,,2026-01-27 17:49:59,,,4,1
202117482461266422,LGWFF7A54MJ106308,2026-01-27 17:49:59,,,2026-01-27 17:51:23,,,4,84
202117482461266422,LGWFF7A54MJ106308,2026-01-27 17:51:33,115.041212983333,30.4578347666666,2026-01-27 18:19:11,115.164837,30.489523,4,1658
202117482461266422,LGWFF7A54MJ106308,2026-01-27 18:19:19,,,2026-01-27 18:19:20,,,4,1
202117482461266422,LGWFF7A54MJ106308,2026-01-27 18:19:20,,,2026-01-27 18:26:24,,,4,423
202117482461266422,LGWFF7A54MJ106308,2026-01-28 08:31:14,115.24767185,30.4413545833333,2026-01-28 08:40:00,115.247096,30.442888,4,526
202117482461266422,LGWFF7A54MJ106308,2026-01-28 08:40:00,,,2026-01-28 08:40:43,,,4,42
202117482461266422,LGWFF7A54MJ106308,2026-01-28 16:37:14,115.245344766666,30.4445994,2026-01-28 16:47:11,115.245344766666,30.4445994,4,597
202117482461266422,LGWFF7A54MJ106308,2026-01-28 16:47:17,,,2026-01-28 16:53:59,,,4,402
202117482461266422,LGWFF7A54MJ106308,2026-01-29 08:10:54,,,2026-01-29 08:18:14,,,4,440
202117482461266422,LGWFF7A54MJ106308,2026-01-29 08:18:14,,,2026-01-29 08:18:41,,,4,27
202117482461266422,LGWFF7A54MJ106308,2026-01-29 08:18:41,,,2026-01-29 08:20:26,,,4,104
202117482461266422,LGWFF7A54MJ106308,2026-01-29 08:20:38,115.26,30.45,2026-01-29 08:22:27,115.26,30.45,4,108
202117482461266422,LGWFF7A54MJ106308,2026-01-29 18:36:13,,,2026-01-29 18:43:06,,,4,412
202117482461266422,LGWFF7A54MJ106308,2026-01-29 19:05:18,115.26,30.45,2026-01-29 19:30:09,115.246203,30.443916,4,1491
202117482461266422,LGWFF7A54MJ106308,2026-01-30 08:35:40,115.25,30.45,2026-01-30 08:42:22,115.2558,30.451427,4,402
202117482461266422,LGWFF7A54MJ106308,2026-01-30 08:42:22,,,2026-01-30 08:42:37,,,4,14
202117482461266422,LGWFF7A54MJ106308,2026-01-30 08:42:37,,,2026-01-30 08:43:08,,,4,31
202117482461266422,LGWFF7A54MJ106308,2026-01-30 08:43:08,,,2026-01-30 08:43:19,,,4,11
202117482461266422,LGWFF7A54MJ106308,2026-01-30 08:43:19,,,2026-01-30 08:43:35,,,4,15
202117482461266422,LGWFF7A54MJ106308,2026-01-30 08:43:35,,,2026-01-30 08:48:10,,,4,274
202117482461266422,LGWFF7A54MJ106308,2026-02-01 11:52:52,115.26,30.45,2026-02-01 12:00:35,115.26,30.45,4,463
202117482461266422,LGWFF7A54MJ106308,2026-02-01 14:19:45,115.259769,30.452906,2026-02-01 14:26:08,115.255636016666,30.4526475333333,4,383
202117482461266422,LGWFF7A54MJ106308,2026-02-01 14:26:09,115.25,30.44,2026-02-01 14:28:03,115.25,30.44,4,114
202117482461266422,LGWFF7A54MJ106308,2026-02-03 19:44:12,115.26,30.45,2026-02-03 20:03:59,115.255849883333,30.4532923666666,4,1186
202117482461266422,LGWFF7A54MJ106308,2026-02-04 08:16:13,115.249351,30.438579,2026-02-04 08:25:20,115.249350733333,30.4385792166666,4,546
202117482461266422,LGWFF7A54MJ106308,2026-02-04 08:25:20,115.258938333333,30.4544124666666,2026-02-04 08:29:45,115.260027566666,30.4545298,4,264
202117482461266422,LGWFF7A54MJ106308,2026-02-04 18:04:52,,,2026-02-04 18:08:39,,,4,227
202117482461266422,LGWFF7A54MJ106308,2026-02-04 18:08:50,,,2026-02-04 18:08:52,,,4,1
202117482461266422,LGWFF7A54MJ106308,2026-02-04 18:08:52,115.26,30.45,2026-02-04 18:12:49,115.26,30.45,4,236
202117482461266422,LGWFF7A54MJ106308,2026-02-05 08:14:40,115.257448083333,30.4533529333333,2026-02-05 08:24:28,115.26,30.45,4,588
202117482461266422,LGWFF7A54MJ106308,2026-02-06 16:48:00,,,2026-02-06 16:52:27,,,4,266
202117482461266422,LGWFF7A54MJ106308,2026-02-06 17:53:15,115.260291,30.454881,2026-02-06 17:54:18,115.24,30.44,4,62
202117482461266422,LGWFF7A54MJ106308,2026-02-06 17:54:18,115.241044,30.441961,2026-02-06 18:12:00,115.241044066666,30.4419610833333,4,1061
